provider_id,facility_name,address,city,state,zip_code,area_type,total_beneficiaries,total_discharges
40076,Baptist Health Medical Center-Hot Springs County,1001 Schneider Drive,Malvern,AR,72104,"Secondary flow 30% to <50% to a urbanized area of 50,000 and greater",149,181
40078,National Park Medical Center,1910 Malvern Avenue,Hot Springs,AR,71901,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1054,1401
40084,Saline Memorial Hospital,#1 Medical Park Drive,Benton,AR,72015,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",816,1083
40085,Helena Regional Medical Center,1801 Martin Luther King Jr Drive,Helena,AR,72342,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",20,20
40088,South Arkansas Regional Hospital Llc,700 West Grove Street,El Dorado,AR,71730,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",683,857
40114,Baptist Health Medical Center-Little Rock,9601 Interstate,Little Rock,AR,72205,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5423,7156
40118,Nea Baptist Memorial Hospital,4800 East Johnson Avenue,Jonesboro,AR,72405,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2691,3856
40119,White River Medical Center,1710 Harrison Street,Batesville,AR,72503,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",1809,2689
40134,"Arkansas Heart Hospital, Llc",1701 S Shackleford Road,Little Rock,AR,72211,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1894,2271
40137,St Vincent Medical Center/North,2215 Wildwood Avenue,Sherwood,AR,72120,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",919,1054
40147,Arkansas Surgical Hospital,5201 North Shore Drive,No Little Rock,AR,72118,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",699,772
40153,Wadley Regional Medical Center At Hope,2001 South Main,Hope,AR,71801,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",87,100
40154,Baptist Health Medical Center- Conway,1555 Exchange Avenue,Conway,AR,72032,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",941,1181
40156,"Baptist Memorial Hospital-Crittenden, Inc",2100 North Seventh Street,West Memphis,AR,72301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",133,156
40161,Arkansas Heart Hospital-Encore,1901 Encore Way,Bryant,AR,72022,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",635,736
40162,Sevier County Medical Center,960 Hwy 71 N,De Queen,AR,71832,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",33,34
40164,Unity Health - Jacksonville,1400 Braden Street,Jacksonville,AR,72076,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",27,29
50002,St Rose Hospital,27200 Calaroga Ave,Hayward,CA,94545,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",701,922
50006,Providence St Joseph Hospital,2700 Dolbeer St,Eureka,CA,95501,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2067,2808
50007,Mills-Peninsula Medical Center,1501 Trousdale Drive,Burlingame,CA,94010,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2762,3666
50008,California Pacific Medical Ctr-Davies Campus Hosp,601 Duboce Avenue,San Francisco,CA,94117,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",959,1126
50009,Providence Queen Of The Valley Medical Center,1000 Trancas St,Napa,CA,94558,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1696,2267
50013,Adventist Health St Helena,10 Woodland Road,Saint Helena,CA,94574,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",1213,1457
50014,Sutter Amador Hospital,200 Mission Blvd,Jackson,CA,95642,"Small town core: primary flow within an urban cluster of 2,500 to 9,999",810,1049
50017,Mercy General Hospital,4001 J St,Sacramento,CA,95819,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2501,3145
50022,Riverside Community Hospital,4445 Magnolia Avenue,Riverside,CA,92501,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2928,3830
50024,Paradise Valley Hospital,2400 East 4th St,National City,CA,91950,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",756,989
50025,Uc San Diego Health Hillcrest - Hillcrest Med Ctr,200 West Arbor Drive,San Diego,CA,92103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5195,7339
50026,Grossmont Hospital,5555 Grossmont Center Drive Box 58,La Mesa,CA,91942,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4510,6396
50028,Mad River Community Hospital,3800 Janes Rd,Arcata,CA,95521,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",294,345
50030,Oroville Hospital,2767 Olive Highway,Oroville,CA,95966,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",2193,3967
50036,Bakersfield Memorial Hospital,420 34th St,Bakersfield,CA,93301,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2273,3115
50038,Santa Clara Valley Medical Center,751 South Bascom Avenue,San Jose,CA,95128,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3614,5077
50039,Enloe Health,1531 Esplanade,Chico,CA,95926,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",5472,8192
50040,Lac/Olive View-Ucla Medical Center,14445 Olive View Drive,Sylmar,CA,91342,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",736,1019
50042,St Elizabeth Community Hospital,2550 Sister Mary Columba Drive,Red Bluff,CA,96080,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",807,1043
50043,Alta Bates Summit Medical Center,350 Hawthorne Avenue,Oakland,CA,94609,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3038,4156
50045,El Centro Regional Medical Center,1415 Ross Avenue,El Centro,CA,92243,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",993,1278
50047,California Pacific Medical Center- Van Ness Campus,1101 Van Ness Avenue,San Francisco,CA,94109,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2855,3771
50054,San Gorgonio Memorial Hospital,600 North Highland Springs Avenue,Banning,CA,92220,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",335,400
50055,California Pacific Medical Center - Mission Bernal,3555 Cesar Chavez,San Francisco,CA,94110,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1293,1566
50056,Antelope Valley Hospital,1600 W Ave J,Lancaster,CA,93534,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1741,2393
50057,Kaweah Health Medical Center,400 W Mineral King Ave,Visalia,CA,93291,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3633,5024
50058,Glendale Mem Hospital & Hlth Center,1420 S Central Ave,Glendale,CA,91204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1629,2138
50060,Community Regional Medical Center,2823 Fresno Street,Fresno,CA,93721,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4668,6347
50063,Hollywood Presbyterian Medical Center,1300 N Vermont Ave,Los Angeles,CA,90027,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1706,2165
50067,Oak Valley Hospital District,350 S Oak Ave,Oakdale,CA,95361,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",160,193
50069,Providence St. Joseph Hospital,1100 West Stewart Dr,Orange,CA,92868,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2909,3915
50070,Kaiser Foundation Hospital - South San Francisco,1200 El Camino Real,South San Francisco,CA,94080,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",247,337
50071,Kaiser Foundation Hospital-Santa Clara,700 Lawrence Expressway,Santa Clara,CA,95051,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",510,636
50072,Kaiser Foundation Hospital - Walnut Creek,1425 S Main Street,Walnut Creek,CA,94596,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",294,368
50073,Kaiser Foundation Hospital And Rehab Center,975 Sereno Dr,Vallejo,CA,94589,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",420,514
50075,Kaiser Foundation Hospital - Oakland/Richmond,275 West Macarthur Boulevard,Oakland,CA,94611,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1102,1514
50076,Kaiser Foundation Hospital - San Francisco,2425 Geary Blvd,San Francisco,CA,94115,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",391,467
50077,Scripps Mercy Hospital,4077 5th Ave,San Diego,CA,92103,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3449,4524
50078,Providence Little Co Of Mary Med Ctr San Pedro,1300 W 7th St,San Pedro,CA,90732,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",829,1062
50082,St Johns Regional Medical Center,1600 N Rose Ave,Oxnard,CA,93030,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3078,4377
50084,St Joseph's Medical Center Of Stockton,1800 N California St,Stockton,CA,95204,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2743,3851
50089,Community Hospital Of San Bernardino,1805 Medical Center Drive,San Bernardino,CA,92411,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",306,390
50090,Sonoma Valley Hospital,347 Andrieux St,Sonoma,CA,95476,"Micropolitan area core: primary flow within an urban cluster of 10,000 to 49,999",315,390
50091,Community Hospital Of Huntington Park,2623 E Slauson Ave,Huntington Park,CA,90255,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",376,497
50093,Saint Agnes Medical Center,1303 E Herndon Ave,Fresno,CA,93710,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4639,6503
50099,San Antonio Regional Hospital,999 San Bernardino Road,Upland,CA,91786,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2298,3176
50100,Sharp Memorial Hospital,7901 Frost St,San Diego,CA,92123,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3956,5335
50101,Sutter Solano Medical Center,300 Hospital Dr,Vallejo,CA,94589,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",942,1213
50102,"Doctors Hospital Of Riverside, Llc",3865 Jackson Street,Riverside,CA,92503,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",644,836
50103,Adventist Health White Memorial,1720 Cesar E Chavez Avenue,Los Angeles,CA,90033,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1220,1678
50104,Saint Francis Medical Center,3630 East Imperial Highway,Lynwood,CA,90262,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1344,1793
50107,Marian Regional Medical Center,1400 E Church St,Santa Maria,CA,93454,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3548,4827
50108,"Sutter Medical Center, Sacramento",2825 Capitol Avenue,Sacramento,CA,95816,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",4314,5696
50110,Lompoc Valley Medical Center,1515 E Ocean Avenue,Lompoc,CA,93436,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",687,951
50112,Santa Monica - Ucla Med Ctr & Orthopaedic Hospital,1250 16th Street,Santa Monica,CA,90404,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",3162,4299
50113,San Mateo Medical Center,222 W 39th Ave,San Mateo,CA,94403,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",166,197
50115,Palomar Health Downtown Campus,555 East Valley Parkway,Escondido,CA,92025,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2838,3612
50116,Northridge Hospital Medical Center,18300 Roscoe Blvd,Northridge,CA,91325,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2530,3357
50118,Doctors Hospital Of Manteca,1205 E North Street,Manteca,CA,95336,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",559,771
50121,Adventist Health Hanford,115 Mall Drive,Hanford,CA,93230,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1541,2019
50122,Dameron Hospital,525 West Acacia Street,Stockton,CA,95203,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",550,669
50124,Usc Verdugo Hills Hospital,1812 Verdugo Blvd,Glendale,CA,91208,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1515,1937
50125,Regional Medical Center Of San Jose,225 N Jackson Avenue,San Jose,CA,95116,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",2083,2661
50126,Valley Presbyterian Hospital,15107 Vanowen St,Van Nuys,CA,91406,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1446,1914
50127,Woodland Memorial Hospital,1325 Cottonwood Street,Woodland,CA,95695,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",561,767
50128,Tri-City Medical Center,4002 Vista Way,Oceanside,CA,92056,"Metropolitan area core: primary flow within an urbanized area of 50,000 and greater",1409,1783
